,tapi,atr,vma,cdp,expma
603005.SH,"369,415,266.3067",5.3900,"617,568,875.2000",16.9300,19.7357
603006.SH,"80,236,450.2709",3.5800,"114,780,291.0000",8.6700,10.7093
603007.SH,"179,947,886.9219",2.0100,"180,261,676.6000",6.0467,5.5797
603008.SH,"100,869,774.1772",3.8600,"94,008,456.6000",14.9000,17.3399
603009.SH,"251,913,899.4902",6.6600,"542,860,567.4000",11.7767,11.9925
603010.SH,"57,393,917.4194",2.1900,"50,989,181.4000",8.9767,9.9489
603011.SH,"656,863,153.2974",4.0300,"415,338,509.2000",6.7600,7.0010
603012.SH,"195,392,753.6539",1.4300,"183,069,811.6000",4.9233,5.4959
603013.SH,"73,492,114.5023",4.0400,"125,159,712.8000",13.9300,15.6626
603015.SH,"214,636,056.1680",2.9100,"317,655,248.4000",6.9567,8.2874
603016.SH,"14,567,633.4684",4.4200,"23,372,682.0000",16.6967,19.0689
603017.SH,"72,064,720.5195",2.3400,"53,426,918.0000",7.4167,9.0108
603018.SH,"142,535,068.9076",1.4300,"173,724,011.6000",6.8167,7.4569
603019.SH,"1,143,637,479.8230",22.6400,"889,744,985.2000",43.2633,40.9954
603020.SH,"72,810,644.1349",2.0000,"57,630,677.0000",6.5600,7.7400
603021.SH,"235,299,131.6883",1.8700,"236,611,434.0000",3.7867,4.9775
603022.SH,"65,398,547.1698",2.4900,"70,139,093.6000",7.5000,8.9633
603023.SH,"467,506,372.4340",1.6000,"758,328,621.4000",3.1167,4.2184
603025.SH,"124,995,103.6078",3.1900,"144,476,892.6000",10.0000,11.5747
603026.SH,"46,013,430.5578",10.8500,"42,853,526.8000",35.2400,43.0100
603027.SH,"224,685,701.7067",3.3900,"209,992,085.6000",15.0433,16.1863
603028.SH,"135,473,165.9524",4.1700,"135,802,523.4000",7.4433,9.7504
603029.SH,"97,380,481.9340",5.3000,"112,389,660.0000",16.3233,18.5278
603030.SH,"196,747,121.3333",0.5100,"216,695,566.4000",2.2067,2.5982
603031.SH,"8,328,001.9575",9.5300,"9,126,290.0000",40.7167,44.3653
603032.SH,"256,030,811.5443",7.4900,"212,138,136.8000",18.4667,20.6434
603033.SH,"92,067,990.9922",5.3300,"87,252,196.6000",13.6633,15.1547
603035.SH,"96,333,671.2042",3.7600,"97,175,360.0000",14.4667,16.7629
603036.SH,"82,256,336.6432",4.6800,"114,424,068.6000",10.6733,12.3300
603037.SH,"87,287,455.6569",5.6700,"210,040,187.4000",15.3300,17.5659
603038.SH,"176,102,482.1678",3.9800,"267,809,671.0000",10.2667,10.7329
603039.SH,"29,886,637.4286",13.5700,"28,402,913.8000",37.2000,44.5354
603040.SH,"43,634,911.7536",7.0600,"60,315,558.0000",20.0533,21.8540
603041.SH,"63,826,259.1451",3.4800,"50,379,949.0000",9.5533,11.4674
603042.SH,"188,077,363.0909",5.7700,"255,413,115.0000",10.1567,13.2630
603043.SH,"60,840,922.1741",3.7000,"53,189,647.6000",17.7633,19.7019
603045.SH,"115,561,043.2999",4.7500,"75,471,890.2000",10.6600,13.3372
603048.SH,"58,125,398.8062",4.8800,"80,820,367.8000",13.3200,16.1894
603050.SH,"78,637,970.1314",4.9600,"111,846,360.4000",15.5667,16.6822
603051.SH,"49,816,895.7955",11.2300,"56,679,660.0000",24.8967,30.1217
603052.SH,"37,237,237.2584",11.6000,"64,038,698.2000",30.1833,33.7455
603053.SH,"64,851,519.0275",1.5400,"70,644,320.2000",8.9867,9.7556
603055.SH,"139,430,437.9531",2.0900,"121,167,348.6000",9.0100,10.3935
603056.SH,"70,450,633.1533",4.0900,"57,815,766.4000",14.1067,14.5929
603057.SH,"28,420,587.7443",3.1900,"44,434,687.6000",18.4933,20.6350
603058.SH,"90,445,401.0043",2.2300,"97,010,581.4000",6.7000,7.9799
603059.SH,"26,726,916.6493",8.5000,"25,498,731.8000",20.1667,21.9578
603060.SH,"70,573,770.6192",2.1400,"59,236,988.6000",7.1833,8.4336
603061.SH,"14,172,332.1678",17.9800,"17,412,072.4000",68.8800,79.3136
603062.SH,"20,913,671.7041",13.4600,0.0000,44.1733,53.6037
603063.SH,"91,164,052.7230",5.1000,"98,117,128.2000",20.1000,22.8579
603065.SH,"47,170,256.6346",2.9800,"82,313,583.6000",9.9333,12.1075
603066.SH,"339,642,924.7941",6.1700,"327,235,977.0000",11.6167,11.5715
603067.SH,"106,382,891.3430",2.5600,"92,694,233.6000",8.4100,9.4925
603068.SH,"49,615,757.4570",6.7600,"52,482,187.8000",19.7533,24.8431
603069.SH,"59,714,246.4180",4.7300,"114,231,136.8000",15.7200,17.5969
603070.SH,"38,593,150.0000",3.7000,"33,822,460.2000",11.8667,14.3748
603071.SH,"52,091,124.0871",2.2000,"42,441,953.4000",13.7133,14.7578
603073.SH,"26,434,474.5536",4.2700,"45,331,351.8000",14.8500,17.8326
603075.SH,"38,572,348.5279",4.9800,"71,478,071.6000",18.7067,22.4644
603076.SH,"22,405,279.0797",8.2500,"28,180,221.6000",21.4600,26.2773
603077.SH,"1,480,660,977.2358",0.3500,"1,062,185,136.2000",2.4500,2.3939
603078.SH,"147,199,924.0506",4.3700,"130,629,572.8000",12.0067,14.5407
603079.SH,"59,863,656.6667",3.9800,"68,448,317.2000",9.2000,11.7616
603080.SH,"67,384,403.2860",3.9400,"103,020,159.4000",12.7033,14.9517
603081.SH,"89,225,645.9566",3.5300,"153,912,967.0000",9.6367,11.4587
603082.SH,"205,537,248.5459",23.3200,0.0000,37.5500,45.2100
603083.SH,"773,485,205.5471",17.2300,"607,663,235.6000",43.2867,41.7052
603085.SH,"94,473,161.5183",2.5900,"122,399,957.2000",7.1100,8.9023
603086.SH,"153,332,100.2433",1.4000,"99,465,120.0000",3.9567,5.1808
603087.SH,"218,495,103.1694",12.9200,"212,677,970.2000",40.0100,44.1931
603088.SH,"162,958,905.0350",2.4000,"163,684,847.4000",6.6500,7.6530
603089.SH,"94,131,633.6009",3.1600,"150,834,656.0000",8.1067,9.7104
603090.SH,"35,452,254.7500",8.0200,"48,378,307.8000",17.4467,20.4233
603093.SH,"172,567,069.4931",2.9300,"145,501,111.4000",10.1533,11.5382
603095.SH,"36,399,078.8448",4.9300,"60,829,985.2000",13.1133,15.0751
603096.SH,"63,657,449.4005",5.3900,"52,245,649.2000",15.4500,17.7462
603097.SH,"90,630,667.8443",6.6000,"109,424,452.6000",18.4500,20.5460
603098.SH,"171,447,402.6138",2.8500,"119,649,550.8000",9.9000,13.1166
603099.SH,"388,452,236.8602",7.5100,"339,281,598.6000",23.6667,19.8070
603100.SH,"86,848,939.4866",9.1400,"51,853,270.2000",25.8600,28.0258
603101.SH,"135,508,893.5943",1.7600,"259,497,088.2000",5.3267,6.3378
603102.SH,"10,696,042.5129",7.6200,"15,604,025.4000",33.5133,37.3151
603103.SH,"82,026,067.3856",4.4100,"122,163,199.2000",14.3167,15.9000
603105.SH,"122,811,277.8008",3.4400,"115,177,977.0000",8.9067,10.8308
603106.SH,"441,223,348.9170",2.5800,"686,527,555.2000",5.0067,6.3120
603107.SH,"124,731,953.3810",4.9400,0.0000,17.3533,21.4915
603108.SH,"547,371,109.1467",7.3900,"960,119,641.0000",16.5467,17.7384
603109.SH,"98,401,178.2134",9.8000,"86,043,160.4000",16.8833,16.9938
603110.SH,"77,348,665.8432",7.8600,"117,179,928.4000",17.0400,22.4977
603111.SH,"432,918,596.0345",3.5000,"255,718,299.4000",5.6533,5.3271
603112.SH,"56,671,688.7963",3.2500,"49,995,323.6000",9.8967,11.2716
603113.SH,"134,115,502.9248",1.7400,"106,710,691.6000",6.6467,7.6411
603115.SH,"38,660,479.5394",3.1700,"33,771,781.4000",10.7067,12.6687
603116.SH,"179,262,645.2282",1.3900,"177,336,250.4000",4.6833,5.5771
603117.SH,"26,770,168.6335",1.0800,"21,482,028.6000",3.0067,3.2370
603118.SH,"336,490,185.8364",3.3700,"478,092,520.8000",7.3267,8.5719
603119.SH,"31,897,950.0000",6.6100,"83,555,576.0000",22.4900,23.7937
603121.SH,"255,920,576.4391",2.8800,"275,829,671.8000",6.9567,8.2519
603122.SH,"252,377,745.0311",2.6300,"150,454,044.2000",6.4833,7.6194
603123.SH,"310,510,047.1963",3.0000,"746,035,306.0000",7.8667,9.9089
603125.SH,"18,991,982.4088",5.2100,"35,275,348.2000",26.3833,28.6782
603126.SH,"728,827,262.8849",3.0300,"230,259,048.0000",6.5933,6.8462
603127.SH,"217,578,547.6923",5.6700,"268,257,727.4000",17.1567,21.8479
603128.SH,"245,969,945.7067",1.9100,"323,435,838.0000",7.2733,7.5359
603129.SH,"30,862,946.6693",26.4300,"31,745,026.2000",95.1500,104.7295
603130.SH,"26,230,517.9526",6.3600,"36,986,905.0000",18.5567,20.3612
603131.SH,"241,833,905.2673",4.6800,"350,418,450.4000",11.9667,13.3784
603132.SH,"54,441,634.2784",2.8100,"52,383,761.4000",10.9233,12.1555
603133.SH,"77,475,000.0000",1.8000,"40,572,196.4000",5.0900,6.2474
603135.SH,"250,633,613.2537",8.9500,"92,053,628.4000",16.4000,16.0572
603136.SH,"52,488,485.6095",4.6900,"68,370,715.8000",16.8033,18.9400
603137.SH,"21,471,610.5066",5.0400,"34,539,459.2000",15.9100,17.9229
603138.SH,"125,692,382.7454",5.0600,"141,244,246.6000",12.0600,15.0350
603139.SH,"52,813,882.5609",5.8200,"52,568,150.6000",12.0567,16.0327
603150.SH,"16,087,461.7471",6.3200,"30,109,919.2000",23.7967,26.5943
603151.SH,"38,464,694.2110",3.9300,"24,256,408.6000",10.4200,13.2122
603153.SH,"188,485,232.7551",5.7500,"214,665,229.2000",17.7500,18.7986
603155.SH,"11,095,518.9761",4.9900,"9,371,479.8000",17.1667,20.7137
603156.SH,"102,508,392.4242",4.4800,"77,458,229.0000",25.0000,23.7660
603158.SH,"314,437,688.4856",2.4000,"828,387,194.0000",7.3300,8.3055
603159.SH,"36,998,075.2404",5.0200,"37,929,720.0000",11.7400,14.2421
603160.SH,"72,864,421.5956",17.3400,"120,721,461.2000",57.6000,62.5087
603161.SH,"59,368,055.4887",4.2400,"122,005,470.2000",12.5133,14.6782
603162.SH,"43,299,059.8611",3.3000,"113,030,717.8000",13.8267,15.6768
603163.SH,"25,147,641.5057",7.4200,"42,440,725.6000",28.3167,32.1402
603165.SH,"100,849,066.1945",3.0600,"79,565,216.2000",10.0700,11.6920
603166.SH,"150,038,823.7477",1.7600,"190,686,431.2000",5.1300,6.1286
603167.SH,"118,729,838.4026",1.8400,"183,901,357.2000",8.9600,8.6861
603168.SH,"297,675,470.8696",3.0000,"552,472,771.4000",8.7933,10.0569
603169.SH,"266,425,181.0036",1.7200,"259,970,711.8000",5.0400,5.7408
603170.SH,"68,911,556.6557",3.2900,"64,621,620.8000",14.6333,16.5064
603171.SH,"46,905,069.1390",8.5600,"40,153,946.8000",25.2433,30.1426
603172.SH,"65,344,038.7149",3.8700,"51,116,369.0000",11.9800,14.7496
603173.SH,"25,375,408.8429",5.2200,"40,553,301.4000",18.1833,21.8727
603176.SH,"88,909,378.9130",2.0900,"69,299,597.6000",4.4367,5.5556
603177.SH,"55,731,072.9730",3.4400,"52,043,038.4000",8.0233,10.4792
603178.SH,"282,337,210.7604",13.4000,"570,461,537.8000",30.9567,32.6346
603179.SH,"75,043,028.2989",10.4900,"65,296,775.6000",44.3500,45.6951
603180.SH,"26,277,172.4766",5.3700,"23,983,719.2000",20.3367,23.6589
603181.SH,"36,028,388.1321",1.8500,"35,949,949.6000",9.1800,10.0983
603182.SH,"38,835,694.2857",4.4600,"29,406,106.6000",11.0600,13.3255
603183.SH,"224,920,031.5029",1.3000,"163,325,893.8000",3.3567,4.1525
603185.SH,"118,904,779.8993",7.5700,"126,234,307.2000",26.1200,32.9148
603186.SH,"104,095,639.0117",10.4000,"87,815,107.4000",20.4300,28.2925
603187.SH,"85,784,090.2422",3.6300,"67,421,853.2000",13.7333,15.2837
603188.SH,"217,762,988.2129",1.2500,"229,484,129.8000",2.5200,3.3226
603189.SH,"267,340,589.1832",7.2300,"284,847,987.0000",12.1467,14.0394
603190.SH,"20,899,831.6800",8.5000,"36,934,255.2000",23.1667,27.3023
603191.SH,"93,015,242.0904",3.8200,"105,377,463.6000",13.2933,15.1423
603192.SH,"39,076,338.5663",5.7900,"30,511,776.0000",13.3867,16.7421
603193.SH,"61,287,525.7285",4.5700,0.0000,14.8467,16.8527
603195.SH,"25,962,823.0490",10.8600,"21,695,782.2000",99.0067,100.2528
603196.SH,"81,000,699.2681",4.5900,"87,303,426.6000",9.8467,12.7910
603197.SH,"73,026,392.4711",12.9900,"61,458,109.4000",45.4900,51.3109
603198.SH,"86,128,746.1454",19.1400,"70,041,403.6000",59.8700,64.0415
603199.SH,"72,803,034.2415",7.6000,"76,054,607.4000",31.8867,29.9582
603200.SH,"57,900,687.3388",5.3200,"70,852,907.8000",16.2467,18.1828
603201.SH,"22,316,678.5333",7.3300,"28,915,649.4000",21.1167,24.0379
603203.SH,"52,114,830.0602",7.0000,"38,250,113.6000",20.3433,24.0288
603206.SH,"77,651,351.7787",5.4900,"165,405,721.4000",14.1033,16.1320
603208.SH,"24,612,800.4829",7.0000,"30,760,021.0000",25.3733,29.8137
603209.SH,"63,235,749.4815",3.8800,"70,169,354.8000",12.8133,15.2140
603211.SH,"128,442,040.8031",5.4300,"292,678,444.0000",14.4900,16.2527
603212.SH,"239,928,499.7821",4.4000,"235,474,241.6000",13.0300,14.9502
603213.SH,"68,480,349.9458",2.8000,"98,494,953.4000",8.4233,10.0329
603214.SH,"64,997,911.5954",3.7600,"49,953,802.2000",11.5800,14.2790
603215.SH,"43,878,333.0241",4.6100,"93,940,640.8000",15.4600,16.6515
603216.SH,"36,611,343.0417",3.0900,"30,327,552.4000",9.5167,11.6337
603217.SH,"69,382,288.6364",5.0800,"57,118,564.4000",14.3867,17.3258
603218.SH,"216,612,698.1447",2.8200,"202,409,391.6000",10.0267,12.1349
603219.SH,"112,379,049.7832",4.5100,"206,038,954.4000",10.6467,12.7032
603220.SH,"612,328,148.5002",14.7700,"811,147,188.2000",28.7467,31.3776
603221.SH,"90,902,876.3192",4.2500,"63,830,750.4000",8.0733,8.7356
603222.SH,"140,813,955.5556",1.9600,"153,643,319.0000",5.8567,7.5271
603223.SH,"54,059,289.3148",1.7900,"104,968,516.2000",8.2667,9.6220
603225.SH,"170,015,983.1027",3.3300,"185,663,153.2000",13.0000,12.9442
603226.SH,"170,492,665.6863",1.6700,"131,715,358.8000",4.0233,5.1901
603227.SH,"155,784,140.8430",1.6900,"127,206,179.4000",6.4500,7.0333
603228.SH,"104,461,126.6960",5.8900,"99,635,814.2000",18.8067,20.7210
603229.SH,"106,401,766.3275",3.4700,"135,034,704.6000",10.1333,12.4057
603230.SH,"313,249,918.4709",5.7800,"225,379,623.4000",13.1833,13.6636
603231.SH,"80,583,890.6829",5.8200,0.0000,18.7733,21.2844
603232.SH,"122,860,874.4250",3.8700,"106,731,011.4000",10.2867,12.1372
603233.SH,"108,583,761.1181",6.1600,"100,982,433.8000",23.9433,24.5262
603235.SH,"11,003,424.4789",4.3400,"15,227,022.2000",21.7167,23.8771
603236.SH,"100,137,908.9725",12.9700,"98,678,334.2000",37.7367,45.2623
603237.SH,"13,776,986.2664",4.2000,"21,420,080.4000",26.2833,28.2325
603238.SH,"55,186,205.0943",3.6800,"60,942,839.6000",10.2067,12.1932
603239.SH,"52,143,929.1169",3.7700,"141,104,271.0000",11.8733,13.8174
603255.SH,"13,249,494.4122",5.2700,"15,754,640.8000",36.1833,37.6355
603256.SH,"87,231,705.6090",2.4600,"108,025,132.8000",5.9067,7.2028
603258.SH,"175,312,928.3168",8.4500,"135,274,057.4000",18.6900,22.5927
603259.SH,"1,321,282,048.6050",12.2300,"625,605,243.6000",52.3700,65.1278
603260.SH,"42,897,478.3962",11.9800,"62,154,947.6000",49.3933,52.4634
603261.SH,"25,516,572.5738",9.0800,"25,005,136.6000",22.4600,28.3564
603266.SH,"171,442,721.5764",7.2500,"341,712,722.4000",18.8633,21.9548
603267.SH,"92,517,651.5545",10.5200,"82,682,414.0000",34.7100,44.8577
603268.SH,"25,128,176.7633",6.0400,"45,980,852.6000",17.0967,17.8612
603269.SH,"111,860,588.3657",4.6100,"91,215,194.0000",9.9733,12.2937
603270.SH,"109,490,556.0435",9.8400,"112,654,193.6000",23.1867,28.0223
603272.SH,"44,734,223.7712",5.7400,"38,132,413.4000",11.4833,14.7859
603273.SH,"106,481,440.9822",9.8900,0.0000,20.3233,24.6252
603275.SH,"21,870,351.0656",10.3000,"32,293,793.8000",33.3067,38.9244
603276.SH,"53,325,136.7347",5.0700,"116,349,459.4000",18.1933,21.8254
603277.SH,"25,208,325.8608",7.8300,"23,313,455.4000",24.7100,25.7089
603278.SH,"133,789,923.1975",3.9200,"167,075,002.0000",8.5300,10.5177
603279.SH,"110,716,315.9722",4.6200,"76,123,504.0000",19.2800,21.3897
603280.SH,"38,055,638.0833",7.2700,"64,439,005.4000",19.2067,22.2949
603281.SH,"37,468,151.0239",4.4700,"27,838,860.8000",22.4433,25.6137
603282.SH,"15,831,890.4578",5.7900,"24,909,727.6000",19.9867,23.6562
603283.SH,"98,034,390.3469",17.4000,"106,136,928.2000",62.9667,63.1735
603286.SH,"121,822,976.2156",9.6600,"171,676,272.8000",17.0600,21.3667
603288.SH,"200,717,345.7944",8.2400,"241,868,445.8000",38.6333,39.1176
603289.SH,"123,647,410.2402",2.5800,"144,558,916.6000",7.4300,8.9439
603290.SH,"36,774,053.2761",36.5300,"42,950,434.8000",140.0200,163.1536
603291.SH,"45,134,389.1525",3.6800,"74,694,006.8000",11.1800,13.7711
603296.SH,"41,138,330.3723",20.5000,"52,605,171.8000",63.4733,69.7003
603297.SH,"16,408,302.0194",22.1300,"21,538,686.8000",72.0333,82.2674
603298.SH,"95,927,929.5500",7.5900,"96,270,668.2000",27.4833,25.4691
603299.SH,"95,440,645.3125",1.6500,"97,454,927.6000",7.8967,8.5023
603300.SH,"367,485,072.8155",1.7500,"340,884,025.8000",5.8567,6.1246
603301.SH,"39,431,893.4261",6.4000,"33,543,682.8000",19.5333,22.8976
603303.SH,"45,880,292.8255",3.6100,"40,095,650.0000",10.5200,12.0381
603305.SH,"205,044,426.8608",4.5000,"256,095,871.8000",14.2300,17.6272
603306.SH,"124,348,953.1280",7.1200,"159,252,049.2000",18.9467,24.2533
603307.SH,"6,815,314.3167",8.4900,"12,227,910.0000",35.6633,41.3474
603308.SH,"127,392,575.3247",3.4600,"113,992,430.8000",10.7033,12.6273
603309.SH,"86,294,369.0830",3.6300,"119,000,318.8000",10.7067,12.7399
603311.SH,"30,619,148.5643",2.4400,"42,563,469.4000",7.7500,9.4351
603312.SH,"112,728,548.0560",7.8400,0.0000,28.1700,28.2700
603313.SH,"100,677,415.6784",2.8000,"104,422,714.4000",9.4033,10.1081
603315.SH,"85,529,940.3687",4.2300,"117,312,040.8000",9.9267,11.7818
603316.SH,"160,055,423.3796",2.2600,"110,498,772.8000",4.2667,5.5860
603317.SH,"125,287,589.7394",3.4700,"105,939,948.6000",11.9300,12.9850
603318.SH,"108,542,536.5625",1.3900,"132,155,587.0000",6.1233,7.1198
603319.SH,"88,503,472.5796",4.7500,"108,396,983.0000",13.7067,15.7835
603320.SH,"51,345,443.6380",5.3600,"63,955,249.8000",10.4667,13.1666
603321.SH,"114,929,376.4977",2.4600,"75,466,657.4000",6.0567,7.3416
603322.SH,"100,422,742.8978",16.0000,"171,336,779.4000",34.2167,33.8699
603323.SH,"475,237,441.7411",0.6000,"406,944,381.0000",4.3867,4.3485
603324.SH,"29,959,142.5213",8.4200,"34,739,317.0000",23.2300,28.1389
603325.SH,"24,821,495.3241",17.3800,0.0000,61.8933,61.0667
603326.SH,"193,795,438.2311",2.7400,"190,001,758.8000",6.6367,8.4014
603327.SH,"77,277,667.7138",3.8400,"138,858,408.6000",10.1800,11.9555
603328.SH,"229,414,251.0174",2.0300,"207,957,861.8000",6.3900,7.2524
603329.SH,"101,114,175.1043",4.9500,"111,893,153.8000",13.6233,14.5470
603330.SH,"304,600,432.6889",2.0100,"206,767,990.8000",5.6200,6.9655
603331.SH,"60,845,992.1296",4.3000,"45,527,830.0000",9.9467,11.7661
603332.SH,"152,467,768.4636",3.8000,"195,137,404.6000",7.2333,8.9849
603333.SH,"429,524,818.9732",1.3900,"586,044,415.4000",4.2700,4.8380
603335.SH,"210,504,208.5774",2.4000,"222,364,873.4000",4.4667,5.6706
603336.SH,"239,620,629.5165",1.3900,"251,976,857.2000",3.8067,4.6140
603337.SH,"21,250,445.1461",4.1200,"23,489,776.2000",20.0667,20.5652
603338.SH,"71,867,360.1897",13.8700,"70,305,947.2000",57.6200,54.1937
603339.SH,"78,051,770.9710",2.9000,"62,303,593.0000",9.3700,10.9900
603341.SH,0.0000,0.0000,0.0000,0.0000,0.0000
603344.SH,0.0000,0.0000,0.0000,0.0000,0.0000
603345.SH,"84,145,691.2027",20.6700,"73,190,060.2000",81.7033,99.2537
603348.SH,"76,546,368.1740",10.2800,"95,215,389.6000",26.6833,33.2800
603351.SH,"11,142,423.9223",4.8200,"11,040,155.2000",20.4100,23.6945
603353.SH,"61,820,257.1974",7.4200,"93,030,366.0000",16.9400,21.9187
603355.SH,"40,299,449.1268",6.2900,"30,273,535.8000",20.1567,22.0883
603356.SH,"45,423,120.3390",4.4000,"66,304,187.2000",10.8667,12.7473
603357.SH,"104,595,820.2128",1.7100,"137,462,345.6000",8.0367,8.7796
603358.SH,"43,869,121.4512",5.3500,"80,849,617.8000",20.4333,20.8860
603359.SH,"144,794,709.2308",2.6400,"112,516,242.6000",5.0300,6.8677
603360.SH,"88,855,962.7219",2.8700,"78,218,322.8000",9.6033,10.4628
603363.SH,"664,734,000.0000",2.8000,"379,812,728.0000",3.9267,5.8511
603365.SH,"77,877,473.4395",2.8000,"51,613,227.0000",15.5667,15.2584
603366.SH,"219,764,335.0202",1.5600,"210,199,355.8000",4.6333,5.4384
603367.SH,"69,011,581.0198",3.5400,"104,802,509.8000",13.4467,14.2132
603368.SH,"94,272,505.7547",4.9900,"88,489,585.2000",18.3467,19.5143
603369.SH,"121,749,750.7076",10.5000,"124,187,053.8000",50.4333,51.8212
603373.SH,"67,477,289.0750",8.3900,0.0000,28.0067,35.6589
603375.SH,"94,502,135.9164",10.4800,0.0000,45.6133,45.2867
603377.SH,"553,976,446.8853",1.4100,"299,625,554.6000",2.8600,4.1697
603378.SH,"138,911,804.0625",2.2400,"110,791,965.0000",6.0467,7.7212
603379.SH,"124,203,383.4228",16.1400,"91,149,446.8000",40.9533,35.9558
603380.SH,"33,870,992.8799",6.5300,"71,290,858.6000",17.5433,21.0873
603383.SH,"70,139,190.5665",13.4200,"49,488,625.4000",39.8700,46.6204
603385.SH,"71,135,596.3668",2.3800,"51,557,649.4000",5.5533,6.9516
603386.SH,"88,325,369.0411",3.6900,"156,512,705.6000",10.2200,11.7630
603387.SH,"85,184,739.4241",2.1200,"75,154,820.0000",8.6767,10.0680
603388.SH,"452,261,654.3739",2.7400,"776,197,168.6000",5.4233,7.5199
603389.SH,"177,453,630.1402",2.1700,"167,559,770.6000",4.2367,5.3545
603390.SH,"145,655,715.9732",2.9800,"241,416,009.6000",6.9100,8.2878
603392.SH,"184,972,393.0659",27.6700,"224,465,991.6000",65.4867,64.0297
603393.SH,"66,378,828.8367",6.0500,"80,702,885.8000",27.4500,28.5382
603396.SH,"60,783,810.3383",12.0300,"73,380,746.0000",40.0833,46.2621
603398.SH,"61,693,966.7920",6.7000,"74,849,276.2000",17.7833,18.4492
603399.SH,"225,902,915.6984",3.1200,"447,767,191.2000",7.2167,8.8413
603408.SH,"51,939,780.1963",2.9300,"59,051,306.4000",10.7800,11.4457
603416.SH,"44,518,041.6638",10.4400,"36,338,766.0000",26.7633,32.5390
603421.SH,"58,130,952.4841",2.4200,"73,915,452.6000",7.2567,8.6199
603429.SH,"132,463,378.7479",1.9600,"94,818,996.0000",5.7567,7.3026
603439.SH,"121,250,193.7302",4.7800,"122,159,302.4000",14.8033,16.7530
603444.SH,"29,269,811.2609",66.3600,"27,434,186.2000",203.6567,246.9179
603456.SH,"189,800,577.7506",5.5800,"186,631,201.0000",19.2767,22.8921
603458.SH,"79,669,589.4030",1.9100,"60,193,999.4000",6.4333,7.8983
603466.SH,"363,011,415.6740",3.5600,"454,101,643.2000",11.9800,12.6287
603477.SH,"95,390,708.7983",7.3100,"126,181,312.2000",33.0600,32.8372
603486.SH,"91,203,162.6574",10.9400,"91,933,102.2000",34.5967,40.9448
603488.SH,"91,687,031.3143",3.5400,"176,798,513.2000",8.0833,8.7765
603489.SH,"22,157,416.3646",13.3700,"27,554,014.6000",37.0967,47.0867
603496.SH,"384,976,087.7175",14.5400,"728,386,397.8000",26.2200,28.0148
603499.SH,"97,109,070.1916",5.5900,"105,545,530.0000",11.2933,11.3665
603500.SH,"44,723,807.4580",3.0700,"41,828,136.6000",9.0833,10.7866
603501.SH,"143,933,867.9896",20.0600,"188,357,086.6000",89.3133,97.4181
603505.SH,"72,085,358.2374",7.4800,"81,940,168.2000",25.5600,27.1488
603506.SH,"74,990,693.6603",2.6100,"51,925,240.4000",8.0100,9.9306
603507.SH,"58,193,635.5305",6.2900,"65,829,660.0000",21.1533,23.9470
603508.SH,"88,804,978.7838",4.5100,"66,261,223.8000",13.5033,14.9468
603511.SH,"30,429,821.2324",3.6800,"24,762,173.8000",12.7300,14.6231
603515.SH,"47,256,189.3358",3.2500,"41,200,563.2000",15.5067,17.3535
603516.SH,"151,298,291.9748",16.0700,"169,959,751.6000",20.4833,20.2386
603517.SH,"156,922,902.1352",5.7000,"127,920,433.0000",21.2067,26.4497
603518.SH,"186,310,881.5054",2.5600,"231,360,068.0000",9.0400,9.6226
603519.SH,"48,286,997.1919",2.6300,"49,423,840.4000",12.1567,13.0401
603520.SH,"120,180,619.0522",3.4500,"83,999,386.6000",9.8367,12.5685
603527.SH,"45,438,686.8586",2.5600,"59,999,480.8000",7.6700,9.4166
603528.SH,"542,781,519.2716",3.1600,"597,039,181.8000",5.9100,7.5717
603529.SH,"96,211,494.3602",9.5800,"73,196,110.4000",29.9267,29.9582
603530.SH,"100,962,636.4674",6.3400,"136,284,571.8000",17.0200,17.5212
603533.SH,"341,691,221.1092",7.1300,"342,108,211.6000",16.3133,18.7395
603535.SH,"32,980,146.6406",5.3300,"50,941,525.8000",14.6667,16.2074
603536.SH,"275,537,944.3259",4.1900,"391,172,873.6000",9.6333,11.0767
603538.SH,"87,316,127.2462",4.8400,"132,274,947.6000",12.8167,16.1900
603551.SH,"59,599,098.6775",2.6000,"54,127,497.4000",9.2633,10.1796
603555.SH,"855,306,783.7209",0.3100,"673,363,130.2000",0.8533,1.2868
603556.SH,"65,951,437.9825",7.4800,"76,629,997.8000",31.7067,29.4988
603557.SH,"130,878,325.4902",0.4100,"109,761,144.0000",1.4867,1.9125
603558.SH,"105,016,102.8939",2.5700,"91,763,885.6000",9.0400,9.2031
603559.SH,"16,522,860.3291",1.6800,"27,044,868.2000",5.4867,6.8448
603565.SH,"172,542,225.3450",1.9100,"148,050,815.0000",7.6533,8.4480
603566.SH,"55,497,252.5749",4.5900,"60,887,269.2000",15.6900,18.8170
603567.SH,"94,862,980.1457",2.5400,"126,364,103.6000",10.4333,11.7178
603568.SH,"91,491,681.8436",4.5100,"71,490,983.2000",16.8167,17.0872
603569.SH,"227,066,743.5402",3.5000,"295,239,737.2000",9.2433,11.2089
603577.SH,"136,409,295.1389",2.5200,"152,945,792.8000",6.8000,8.3613
603578.SH,"26,412,836.0947",3.3500,"36,870,985.2000",11.3933,13.0388
603579.SH,"28,729,828.7754",4.1800,"31,929,403.8000",17.7300,19.6778
